id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
504935,Male,69,1,28.0,1,1-2 Year,No,47198.0,26.0,179,0
66150,Male,33,1,50.0,0,< 1 Year,Yes,27894.0,152.0,176,0
5501393,Female,45,1,28.0,0,1-2 Year,Yes,49788.0,122.0,149,0
1168644,Male,61,1,8.0,1,1-2 Year,No,2630.0,152.0,44,0
7010410,Male,34,1,28.0,1,1-2 Year,No,29288.0,124.0,199,0
2880952,Female,23,1,8.0,0,< 1 Year,Yes,39423.0,152.0,229,0
1339682,Male,73,1,15.0,1,1-2 Year,No,2630.0,26.0,289,0
2208412,Male,46,1,28.0,0,1-2 Year,Yes,49276.0,124.0,133,0
8324851,Male,22,1,50.0,1,< 1 Year,No,33408.0,152.0,275,0
9622891,Male,38,1,28.0,0,1-2 Year,Yes,2630.0,157.0,236,0
11477939,Female,24,1,28.0,0,< 1 Year,Yes,56597.0,152.0,83,0
8568847,Female,40,1,28.0,1,1-2 Year,No,34198.0,124.0,79,0
8069541,Male,71,1,28.0,0,1-2 Year,No,2630.0,122.0,102,0
5407899,Male,36,1,28.0,0,1-2 Year,Yes,28360.0,26.0,184,0
6299299,Male,23,1,32.0,0,< 1 Year,Yes,32901.0,152.0,146,0
8747989,Male,61,1,0.0,0,1-2 Year,Yes,2630.0,122.0,269,0
3781147,Male,41,1,28.0,1,1-2 Year,No,32224.0,26.0,265,0
11077985,Female,41,1,28.0,1,1-2 Year,No,29159.0,26.0,90,0
5008261,Male,53,1,28.0,1,1-2 Year,No,33126.0,124.0,264,0
10798666,Male,28,1,6.0,1,< 1 Year,No,25132.0,152.0,131,0
4102266,Male,24,1,17.0,1,< 1 Year,No,32768.0,152.0,232,0
9712967,Female,57,1,28.0,0,1-2 Year,Yes,37167.0,124.0,245,0
7512155,Female,23,1,13.0,1,< 1 Year,No,25706.0,160.0,114,0
10607055,Female,22,1,46.0,1,< 1 Year,No,20571.0,152.0,253,0
2749490,Female,24,1,11.0,1,< 1 Year,No,39745.0,152.0,33,0
6003580,Male,22,1,28.0,0,< 1 Year,Yes,2630.0,160.0,106,0
6260239,Male,57,1,6.0,1,1-2 Year,No,25840.0,124.0,38,0
7790378,Female,44,1,28.0,0,1-2 Year,Yes,35139.0,124.0,267,0
2749928,Male,24,1,33.0,0,< 1 Year,Yes,50947.0,122.0,270,0
4790228,Female,22,1,15.0,0,< 1 Year,Yes,32459.0,152.0,268,0
6204454,Female,39,1,8.0,1,1-2 Year,No,2630.0,7.0,92,0
4184197,Female,48,1,28.0,0,1-2 Year,No,52041.0,122.0,201,0
9593001,Male,68,1,28.0,1,1-2 Year,No,32585.0,26.0,120,0
3663304,Female,21,1,36.0,1,< 1 Year,No,35265.0,160.0,179,0
3340581,Female,23,1,20.0,1,< 1 Year,No,2630.0,152.0,17,0
10659190,Male,34,1,15.0,0,< 1 Year,No,2630.0,1.0,43,0
3903320,Male,24,1,32.0,0,< 1 Year,No,2630.0,152.0,47,0
7186461,Male,24,1,41.0,1,< 1 Year,No,43749.0,152.0,179,0
1528045,Male,27,1,30.0,1,< 1 Year,No,25884.0,152.0,57,0
8267327,Male,72,1,28.0,0,> 2 Years,Yes,51251.0,26.0,254,0
3931554,Female,21,1,36.0,1,< 1 Year,No,29795.0,160.0,49,0
4381318,Male,32,1,11.0,1,< 1 Year,No,27515.0,152.0,117,0
5992096,Female,46,1,46.0,1,1-2 Year,No,35109.0,124.0,263,0
8012229,Male,38,1,28.0,0,1-2 Year,Yes,36303.0,111.0,167,0
10333422,Female,25,1,32.0,0,< 1 Year,Yes,32309.0,152.0,84,0
5669680,Male,48,1,28.0,1,1-2 Year,No,41267.0,13.0,187,0
8512829,Female,25,1,46.0,1,< 1 Year,No,55440.0,152.0,147,0
11029685,Female,41,1,28.0,1,1-2 Year,No,29097.0,124.0,194,0
10385368,Female,34,1,8.0,0,1-2 Year,Yes,38694.0,154.0,259,0
9251826,Male,23,1,28.0,1,< 1 Year,No,40642.0,152.0,177,0
9917402,Male,25,1,41.0,0,< 1 Year,Yes,34706.0,152.0,97,0
6681471,Male,40,1,28.0,0,1-2 Year,Yes,49016.0,26.0,198,0
2609680,Male,41,1,46.0,0,1-2 Year,Yes,2630.0,160.0,157,0
9360239,Female,73,1,8.0,0,1-2 Year,Yes,40804.0,7.0,129,0
5653573,Female,23,1,11.0,1,< 1 Year,No,28233.0,152.0,27,0
3081984,Female,37,1,28.0,0,1-2 Year,Yes,34193.0,26.0,39,0
7542826,Female,23,1,37.0,0,< 1 Year,Yes,35041.0,160.0,69,0
5307130,Female,26,1,21.0,1,< 1 Year,No,31721.0,152.0,109,0
1163947,Male,50,1,11.0,0,1-2 Year,No,30078.0,124.0,168,0
10242925,Male,20,1,34.0,0,< 1 Year,Yes,33247.0,160.0,54,0
8764492,Female,23,1,30.0,1,< 1 Year,No,43918.0,152.0,109,0
1936958,Female,30,1,21.0,1,< 1 Year,No,20649.0,152.0,187,0
6492882,Female,23,1,6.0,0,< 1 Year,Yes,29232.0,152.0,265,0
9822149,Male,60,1,43.0,1,1-2 Year,No,2630.0,124.0,51,0
6450894,Female,25,1,15.0,1,< 1 Year,No,39237.0,152.0,185,0
6397518,Female,33,1,8.0,0,< 1 Year,Yes,2630.0,157.0,133,0
8568548,Male,44,1,48.0,1,1-2 Year,No,2630.0,160.0,182,0
4526432,Female,21,1,8.0,0,< 1 Year,Yes,47771.0,160.0,226,0
1576454,Male,69,1,28.0,0,1-2 Year,Yes,42965.0,124.0,266,0
10965570,Male,24,1,48.0,0,< 1 Year,Yes,2630.0,124.0,131,0
2890739,Female,21,1,15.0,0,< 1 Year,Yes,33367.0,152.0,193,0
3000515,Male,67,1,28.0,0,> 2 Years,Yes,43780.0,26.0,101,0
7583220,Male,26,1,40.0,1,< 1 Year,No,2630.0,152.0,121,0
3344587,Male,56,1,3.0,0,1-2 Year,Yes,2630.0,124.0,240,0
2125525,Male,35,1,28.0,0,1-2 Year,Yes,39461.0,124.0,77,0
4005747,Female,20,1,28.0,1,1-2 Year,Yes,2630.0,156.0,208,0
864899,Male,70,1,28.0,0,1-2 Year,Yes,50505.0,124.0,33,0
115299,Female,31,1,28.0,1,< 1 Year,Yes,2630.0,156.0,164,0
3135137,Female,34,1,29.0,1,1-2 Year,No,28395.0,152.0,80,0
10216037,Female,50,1,10.0,0,1-2 Year,Yes,27399.0,160.0,17,0
699442,Male,25,1,47.0,1,< 1 Year,No,57711.0,152.0,178,0
7374329,Male,31,1,14.0,0,1-2 Year,Yes,2630.0,156.0,197,0
7756242,Female,30,1,44.0,0,< 1 Year,Yes,26650.0,152.0,159,0
787021,Male,63,1,8.0,0,1-2 Year,Yes,51159.0,124.0,292,0
3609477,Female,76,1,28.0,0,1-2 Year,No,31251.0,26.0,70,0
1372983,Female,24,1,14.0,0,< 1 Year,Yes,35665.0,152.0,127,0
5100522,Male,64,1,21.0,0,1-2 Year,Yes,34879.0,26.0,244,0
6336313,Male,71,1,11.0,0,1-2 Year,Yes,2630.0,26.0,119,0
4960981,Female,22,1,40.0,0,< 1 Year,Yes,2630.0,152.0,274,0
8017770,Female,49,1,35.0,0,1-2 Year,Yes,29244.0,124.0,298,0
2255833,Female,43,1,8.0,0,1-2 Year,Yes,45919.0,124.0,267,0
1914269,Male,24,1,2.0,0,< 1 Year,Yes,31706.0,152.0,80,0
404311,Male,53,1,35.0,0,1-2 Year,Yes,2630.0,124.0,162,0
2273238,Male,26,1,13.0,1,< 1 Year,No,22237.0,160.0,273,0
11238029,Female,25,1,4.0,1,< 1 Year,No,28743.0,152.0,165,0
5808580,Male,21,1,15.0,0,< 1 Year,Yes,29757.0,160.0,290,0
2210374,Male,74,1,50.0,1,1-2 Year,No,30891.0,25.0,80,0
1355633,Male,25,1,29.0,1,< 1 Year,No,32267.0,152.0,197,0
3501590,Male,25,1,25.0,1,< 1 Year,No,31407.0,152.0,186,0
9310264,Male,55,1,28.0,0,1-2 Year,Yes,50285.0,26.0,250,0
5229783,Male,21,1,50.0,0,< 1 Year,Yes,43995.0,152.0,46,0
2652090,Female,25,1,30.0,1,< 1 Year,No,31405.0,152.0,275,0
8359286,Female,24,1,30.0,1,< 1 Year,No,30666.0,152.0,211,0
1681736,Male,35,1,7.0,0,1-2 Year,Yes,2630.0,26.0,175,0
8683883,Female,31,1,29.0,0,1-2 Year,Yes,2630.0,124.0,147,0
3188222,Male,25,1,8.0,1,< 1 Year,No,34288.0,152.0,250,0
9935919,Male,25,1,27.0,0,< 1 Year,No,33603.0,152.0,138,0
7961992,Male,22,1,47.0,0,< 1 Year,Yes,39247.0,152.0,160,0
8001288,Male,46,1,41.0,0,1-2 Year,Yes,31753.0,26.0,257,0
9101757,Female,22,1,10.0,1,< 1 Year,No,32872.0,152.0,193,0
4925252,Female,58,1,28.0,0,> 2 Years,Yes,39668.0,26.0,250,0
5231753,Male,21,1,12.0,1,< 1 Year,No,25541.0,152.0,101,0
8006307,Female,23,1,11.0,1,< 1 Year,No,32080.0,152.0,271,0
2072380,Female,28,1,32.0,0,< 1 Year,Yes,2630.0,160.0,130,0
22892,Female,23,1,6.0,1,< 1 Year,No,35382.0,152.0,194,0
6228938,Female,24,1,30.0,1,< 1 Year,No,33131.0,152.0,133,0
8724918,Female,32,1,28.0,1,< 1 Year,No,2630.0,152.0,235,0
3600367,Female,69,1,28.0,0,1-2 Year,Yes,49722.0,26.0,215,0
10089380,Male,35,1,15.0,1,1-2 Year,No,45684.0,152.0,117,0
3137024,Female,27,1,28.0,1,< 1 Year,No,2630.0,152.0,38,0
685437,Male,24,1,29.0,1,< 1 Year,No,27758.0,152.0,235,0
4195187,Male,37,1,28.0,1,1-2 Year,No,39121.0,124.0,215,0
2148749,Female,23,1,41.0,1,< 1 Year,No,29290.0,152.0,117,0
560794,Male,45,1,8.0,1,1-2 Year,No,33759.0,124.0,31,0
5804527,Male,39,1,28.0,1,1-2 Year,No,27981.0,60.0,74,0
8538929,Male,41,1,28.0,0,1-2 Year,Yes,45280.0,124.0,155,0
9640089,Female,26,1,33.0,1,< 1 Year,No,30294.0,152.0,232,0
1505874,Male,74,1,8.0,0,> 2 Years,Yes,47824.0,26.0,15,0
1111078,Male,42,1,39.0,0,1-2 Year,Yes,36170.0,124.0,67,0
7056782,Female,21,1,32.0,1,< 1 Year,No,29681.0,160.0,102,0
7055829,Female,51,1,28.0,0,1-2 Year,Yes,34975.0,26.0,131,0
8869547,Female,20,1,47.0,0,< 1 Year,Yes,38125.0,160.0,95,0
10721165,Female,33,1,28.0,0,1-2 Year,Yes,51929.0,122.0,215,0
11426107,Male,48,1,28.0,0,1-2 Year,Yes,26404.0,124.0,205,0
3370931,Female,40,1,30.0,0,1-2 Year,Yes,2630.0,124.0,34,0
2070801,Male,24,1,41.0,1,< 1 Year,No,36935.0,152.0,165,0
4261312,Female,45,1,37.0,1,1-2 Year,No,19819.0,152.0,254,0
9731183,Female,22,1,2.0,1,< 1 Year,No,28590.0,152.0,254,0
4016875,Male,58,1,5.0,0,1-2 Year,Yes,30587.0,122.0,99,0
7966916,Male,62,1,3.0,0,1-2 Year,Yes,49402.0,26.0,52,0
10358060,Female,31,1,28.0,1,1-2 Year,No,43236.0,124.0,185,0
10928019,Male,46,1,24.0,0,1-2 Year,Yes,2630.0,156.0,11,0
6540204,Female,28,1,21.0,1,< 1 Year,No,31693.0,152.0,227,0
9359462,Female,44,1,28.0,1,1-2 Year,No,41721.0,124.0,232,0
10533675,Male,46,1,11.0,0,1-2 Year,No,2630.0,124.0,109,0
8720709,Male,45,1,13.0,0,1-2 Year,Yes,24309.0,26.0,22,0
1649655,Female,71,1,28.0,0,1-2 Year,Yes,33977.0,60.0,79,0
3006911,Male,58,1,28.0,0,1-2 Year,Yes,46564.0,124.0,94,0
10693543,Male,32,1,31.0,1,1-2 Year,No,2630.0,124.0,252,0
5030717,Male,31,1,36.0,1,< 1 Year,No,37709.0,152.0,54,0
6445952,Male,49,1,28.0,0,1-2 Year,Yes,29399.0,26.0,198,0
7989218,Male,31,1,8.0,1,1-2 Year,No,34376.0,124.0,213,0
5396848,Female,32,1,28.0,0,1-2 Year,Yes,49418.0,4.0,37,0
3705226,Male,55,1,28.0,1,1-2 Year,No,35368.0,122.0,34,0
9882299,Female,24,1,8.0,1,< 1 Year,No,33148.0,152.0,291,0
7195852,Male,57,1,46.0,0,1-2 Year,Yes,2630.0,156.0,161,0
5017141,Female,28,1,11.0,1,< 1 Year,No,32168.0,152.0,213,0
9024616,Female,30,1,6.0,0,< 1 Year,No,2630.0,152.0,167,0
1364552,Female,25,1,41.0,1,< 1 Year,No,28703.0,152.0,245,0
3996527,Female,28,1,41.0,1,< 1 Year,No,2630.0,152.0,99,0
3831512,Female,25,1,15.0,1,< 1 Year,No,38828.0,152.0,274,0
5324600,Female,26,1,28.0,1,< 1 Year,No,35109.0,152.0,190,0
2020125,Female,20,1,50.0,1,< 1 Year,Yes,35491.0,160.0,30,0
11464079,Female,61,1,28.0,0,1-2 Year,Yes,45208.0,26.0,111,0
10695272,Female,21,1,28.0,1,< 1 Year,No,49484.0,152.0,68,0
3122418,Female,45,1,33.0,1,1-2 Year,No,2630.0,124.0,170,0
10914487,Male,23,1,29.0,0,1-2 Year,Yes,29073.0,124.0,99,0
7990034,Female,23,1,11.0,1,< 1 Year,No,27369.0,152.0,186,0
9669598,Male,55,1,47.0,0,1-2 Year,Yes,32254.0,124.0,230,0
10150163,Female,24,1,2.0,0,< 1 Year,Yes,36924.0,152.0,215,0
2628980,Male,25,1,17.0,1,< 1 Year,No,33172.0,152.0,193,0
5439623,Male,65,1,28.0,0,1-2 Year,Yes,36106.0,26.0,99,0
4127155,Female,23,1,2.0,0,< 1 Year,Yes,34872.0,160.0,99,0
2371983,Male,22,1,6.0,1,< 1 Year,No,30015.0,152.0,165,0
2645121,Male,52,1,28.0,0,1-2 Year,Yes,43826.0,124.0,119,0
10181834,Male,21,1,9.0,1,< 1 Year,No,40968.0,152.0,121,0
1857461,Female,27,1,11.0,1,< 1 Year,No,2630.0,152.0,166,0
6574213,Female,71,1,28.0,1,1-2 Year,No,2630.0,122.0,54,0
8871920,Female,21,1,50.0,1,< 1 Year,No,2630.0,152.0,61,0
5871987,Female,57,1,41.0,0,1-2 Year,No,2630.0,26.0,99,0
3842944,Male,54,1,28.0,0,1-2 Year,Yes,51825.0,124.0,187,0
9543637,Female,46,1,28.0,1,1-2 Year,No,49189.0,26.0,299,0
3763668,Male,30,1,28.0,1,< 1 Year,No,35350.0,152.0,298,0
4144019,Female,22,1,8.0,1,< 1 Year,No,41242.0,152.0,286,0
8871788,Male,62,1,29.0,0,1-2 Year,Yes,2630.0,124.0,120,0
1127503,Male,58,1,29.0,0,1-2 Year,Yes,35149.0,124.0,229,0
1288404,Female,79,1,0.0,0,1-2 Year,Yes,2630.0,122.0,51,0
6483699,Male,42,1,28.0,0,> 2 Years,Yes,37959.0,26.0,174,0
1145645,Male,53,1,28.0,1,1-2 Year,No,58744.0,26.0,226,0
4789931,Male,48,1,6.0,1,1-2 Year,No,35309.0,26.0,166,0
5288228,Female,30,1,28.0,1,< 1 Year,No,57763.0,152.0,245,0
8565142,Male,27,1,21.0,1,< 1 Year,No,25462.0,152.0,136,0
208734,Female,42,1,17.0,0,1-2 Year,Yes,29603.0,26.0,62,0
8318666,Female,35,1,20.0,1,1-2 Year,No,2630.0,26.0,125,0
2801582,Male,55,1,47.0,0,1-2 Year,Yes,2630.0,124.0,188,0
386840,Female,74,1,28.0,0,> 2 Years,Yes,43269.0,26.0,244,0
5040407,Female,45,1,28.0,0,1-2 Year,Yes,33128.0,26.0,59,0
5781809,Male,20,1,36.0,1,< 1 Year,No,24372.0,160.0,42,0
3571426,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,15.0,177,0
7134097,Female,22,1,46.0,1,< 1 Year,No,32588.0,152.0,30,0
815070,Male,24,1,35.0,1,< 1 Year,No,29583.0,152.0,291,0
6398729,Female,39,1,28.0,1,1-2 Year,No,27266.0,26.0,80,0
8045964,Female,26,1,11.0,1,< 1 Year,No,25652.0,152.0,242,0
5354491,Female,23,1,46.0,1,< 1 Year,No,29079.0,152.0,264,0
10311018,Female,21,1,46.0,1,< 1 Year,No,34685.0,160.0,174,0
8623836,Female,24,1,11.0,1,< 1 Year,No,31570.0,152.0,127,0
6346729,Female,23,1,37.0,1,< 1 Year,No,34187.0,26.0,83,0
9499597,Female,24,1,41.0,1,< 1 Year,No,33192.0,152.0,39,0
8159030,Male,51,1,6.0,1,1-2 Year,Yes,2630.0,26.0,238,0
8835030,Male,39,1,46.0,0,1-2 Year,Yes,25266.0,152.0,123,0
10088981,Female,72,1,28.0,1,1-2 Year,No,26776.0,124.0,219,0
2311942,Female,26,1,12.0,1,< 1 Year,No,33164.0,152.0,102,0
4657842,Female,34,1,28.0,0,1-2 Year,Yes,41497.0,124.0,232,0
2276086,Male,23,1,34.0,0,< 1 Year,Yes,2630.0,152.0,73,0
4970848,Female,23,1,46.0,1,< 1 Year,No,30691.0,152.0,292,0
10406271,Female,24,1,46.0,1,< 1 Year,No,25695.0,152.0,258,0
10759501,Male,55,1,11.0,1,1-2 Year,No,2630.0,124.0,57,0
820529,Female,68,1,3.0,1,1-2 Year,Yes,27863.0,30.0,250,0
10126389,Female,24,1,41.0,1,< 1 Year,No,52493.0,152.0,290,0
4089827,Male,23,1,8.0,1,< 1 Year,No,45128.0,152.0,218,0
4843067,Female,22,1,30.0,1,< 1 Year,No,29368.0,152.0,282,0
6080187,Female,24,1,36.0,0,< 1 Year,Yes,30031.0,160.0,175,0
7113256,Female,21,1,47.0,1,< 1 Year,Yes,36995.0,160.0,272,0
209137,Male,23,1,30.0,1,< 1 Year,No,24360.0,152.0,197,0
6175254,Male,45,1,46.0,1,1-2 Year,No,35751.0,11.0,298,0
9771309,Male,23,1,46.0,1,< 1 Year,No,29974.0,152.0,168,0
3039943,Male,21,1,8.0,1,< 1 Year,No,31612.0,152.0,147,0
9390676,Male,48,1,38.0,0,1-2 Year,Yes,34126.0,124.0,287,0
10528724,Male,23,1,50.0,1,< 1 Year,No,32901.0,152.0,128,0
2862286,Female,25,1,28.0,0,< 1 Year,Yes,43982.0,152.0,245,0
1118930,Female,24,1,6.0,1,< 1 Year,No,28590.0,152.0,162,0
1880358,Male,59,1,28.0,1,1-2 Year,No,43790.0,26.0,131,0
3230860,Male,23,1,11.0,1,< 1 Year,No,31506.0,152.0,94,0
9693140,Male,24,1,33.0,1,< 1 Year,No,32032.0,152.0,112,0
7983076,Male,25,1,28.0,1,< 1 Year,No,37721.0,152.0,88,0
7383310,Male,38,1,21.0,0,1-2 Year,Yes,30218.0,26.0,106,0
9959544,Male,22,1,15.0,1,< 1 Year,No,2630.0,152.0,297,0
8764641,Female,23,1,28.0,0,< 1 Year,Yes,51480.0,152.0,91,0
1428779,Female,57,1,19.0,0,1-2 Year,Yes,33954.0,124.0,80,0
9435017,Female,22,1,39.0,1,< 1 Year,No,31439.0,152.0,156,0
3902755,Female,21,1,45.0,0,< 1 Year,Yes,29268.0,152.0,266,0
892144,Female,77,1,28.0,0,1-2 Year,Yes,71456.0,124.0,290,0
244347,Male,24,1,28.0,1,< 1 Year,No,31445.0,152.0,273,0
7749606,Female,37,1,15.0,0,1-2 Year,Yes,23221.0,152.0,285,0
9675891,Male,40,1,30.0,1,1-2 Year,No,27080.0,152.0,135,0
8507695,Female,24,1,15.0,1,< 1 Year,No,36481.0,152.0,256,0
11196252,Male,42,1,28.0,0,1-2 Year,Yes,50887.0,124.0,119,0
1703571,Male,34,1,27.0,1,1-2 Year,No,35456.0,152.0,292,0
10554471,Male,66,1,36.0,1,1-2 Year,No,38563.0,26.0,227,0
2590527,Female,65,1,28.0,1,1-2 Year,No,38279.0,124.0,243,0
8053919,Female,30,1,48.0,0,< 1 Year,No,2630.0,152.0,239,0
3701441,Female,23,1,37.0,0,< 1 Year,No,27022.0,152.0,28,0
2259637,Male,27,1,30.0,1,< 1 Year,No,23718.0,152.0,193,0
1198676,Male,51,1,8.0,0,1-2 Year,Yes,33175.0,26.0,42,0
3568657,Female,22,1,28.0,1,< 1 Year,No,62732.0,152.0,48,0
11340929,Male,59,1,46.0,1,1-2 Year,No,2630.0,26.0,245,0
10082153,Female,30,1,30.0,1,< 1 Year,No,20791.0,152.0,28,0
5266617,Female,41,1,45.0,0,1-2 Year,Yes,29097.0,26.0,96,0
4769392,Female,26,1,29.0,1,< 1 Year,No,38729.0,152.0,289,0
8453440,Male,36,1,8.0,0,1-2 Year,No,2630.0,156.0,75,0
4570511,Female,42,1,9.0,1,1-2 Year,No,30768.0,124.0,103,0
780312,Male,26,1,35.0,1,< 1 Year,No,27334.0,152.0,78,0
2733929,Male,22,1,45.0,1,< 1 Year,No,28175.0,152.0,254,0
7885378,Female,45,1,8.0,0,1-2 Year,Yes,32920.0,124.0,134,0
11036146,Female,43,1,50.0,1,1-2 Year,No,47760.0,124.0,204,0
1036665,Female,25,1,38.0,0,< 1 Year,Yes,41653.0,26.0,170,0
2246202,Female,22,1,6.0,1,< 1 Year,No,28235.0,152.0,254,0
10444724,Male,60,1,9.0,0,> 2 Years,Yes,50931.0,26.0,80,0
3723932,Male,25,1,28.0,1,< 1 Year,No,36015.0,152.0,88,0
8953854,Female,26,1,6.0,1,< 1 Year,No,29112.0,152.0,248,0
4566164,Female,79,1,28.0,0,1-2 Year,Yes,39008.0,124.0,260,0
6317577,Male,22,1,6.0,1,< 1 Year,No,24357.0,152.0,94,0
2763542,Female,74,1,8.0,1,1-2 Year,No,31548.0,124.0,89,0
9577887,Female,57,1,28.0,0,1-2 Year,Yes,43755.0,26.0,121,0
2678791,Male,22,1,47.0,0,< 1 Year,Yes,35426.0,152.0,216,0
283917,Female,27,1,24.0,0,< 1 Year,Yes,2630.0,160.0,187,0
7130925,Male,23,1,27.0,1,< 1 Year,No,2630.0,160.0,96,0
9604605,Male,20,1,30.0,0,< 1 Year,Yes,24656.0,160.0,26,0
616286,Male,41,1,28.0,1,1-2 Year,No,28778.0,26.0,123,0
3445793,Female,24,1,37.0,0,< 1 Year,Yes,25242.0,152.0,21,0
1854937,Female,24,1,26.0,0,< 1 Year,No,2630.0,152.0,195,0
832671,Female,28,1,3.0,1,< 1 Year,No,23289.0,152.0,242,0
7658953,Male,73,1,28.0,0,1-2 Year,Yes,59932.0,26.0,245,0
2995114,Male,46,1,43.0,0,1-2 Year,Yes,2630.0,26.0,261,0
2274190,Female,45,1,28.0,0,1-2 Year,Yes,37804.0,26.0,83,0
7737545,Male,44,1,14.0,1,1-2 Year,No,24312.0,26.0,216,0
9167851,Female,53,1,28.0,0,1-2 Year,Yes,51729.0,26.0,194,0
2998922,Male,38,1,17.0,0,1-2 Year,Yes,47765.0,124.0,191,0
8144803,Male,52,1,28.0,0,1-2 Year,Yes,47842.0,124.0,256,0
6788699,Male,41,1,28.0,1,1-2 Year,No,29278.0,124.0,139,0
5779918,Female,73,1,28.0,0,1-2 Year,Yes,54889.0,122.0,19,0
1280466,Male,25,1,28.0,1,< 1 Year,No,29593.0,152.0,263,0
3120654,Male,49,1,27.0,0,> 2 Years,Yes,2630.0,26.0,138,0
6075412,Male,23,1,6.0,1,< 1 Year,No,17441.0,152.0,228,0
4523901,Male,22,1,46.0,0,< 1 Year,Yes,45174.0,152.0,232,0
9255260,Male,66,1,15.0,0,1-2 Year,Yes,2630.0,124.0,212,0
2111672,Female,25,1,29.0,1,< 1 Year,No,61632.0,152.0,205,0
1292601,Female,54,1,28.0,0,1-2 Year,Yes,37265.0,26.0,133,0
10173203,Female,49,1,28.0,0,1-2 Year,Yes,54752.0,25.0,103,0
1458180,Male,67,1,28.0,0,> 2 Years,Yes,41201.0,31.0,49,0
8659799,Male,22,1,28.0,1,< 1 Year,Yes,42380.0,152.0,273,0
5349666,Male,51,1,28.0,0,1-2 Year,Yes,75531.0,163.0,24,0
6999644,Female,34,1,15.0,1,1-2 Year,No,2630.0,152.0,291,0
2581493,Female,63,1,30.0,0,1-2 Year,No,2630.0,26.0,258,0
8867456,Male,24,1,36.0,1,< 1 Year,No,37139.0,152.0,37,0
3517904,Male,51,1,28.0,0,> 2 Years,Yes,55826.0,124.0,140,0
7411827,Female,24,1,14.0,1,< 1 Year,No,29922.0,152.0,191,0
3186674,Female,36,1,45.0,0,1-2 Year,Yes,32695.0,156.0,15,0
9928188,Male,56,1,28.0,1,1-2 Year,No,2630.0,26.0,260,0
7550367,Female,57,1,28.0,0,> 2 Years,Yes,2630.0,156.0,179,0
8422170,Male,45,1,39.0,0,1-2 Year,Yes,30313.0,124.0,73,0
860088,Male,53,1,45.0,0,1-2 Year,Yes,24316.0,26.0,160,0
2256098,Male,21,1,49.0,0,< 1 Year,Yes,34401.0,152.0,194,0
4420243,Male,30,1,28.0,1,< 1 Year,No,55760.0,152.0,31,0
2209076,Female,39,1,28.0,1,1-2 Year,No,48674.0,26.0,287,0
3937056,Female,72,1,20.0,1,1-2 Year,No,33171.0,7.0,251,0
4654862,Male,21,1,39.0,1,< 1 Year,No,2630.0,160.0,157,0
6615511,Male,22,1,15.0,0,< 1 Year,Yes,46872.0,152.0,163,0
3800581,Female,25,1,33.0,1,< 1 Year,No,26763.0,152.0,84,0
932597,Female,47,1,41.0,1,1-2 Year,No,55830.0,124.0,245,0
1638991,Female,77,1,28.0,0,1-2 Year,Yes,30847.0,124.0,50,0
10116642,Female,22,1,46.0,1,< 1 Year,No,27781.0,152.0,218,0
9490844,Male,50,1,8.0,1,1-2 Year,Yes,73038.0,29.0,42,0
5701228,Male,39,1,31.0,0,< 1 Year,No,2630.0,1.0,192,0
9146569,Male,24,1,8.0,1,< 1 Year,No,51663.0,152.0,288,0
1201597,Female,47,1,28.0,0,> 2 Years,Yes,29470.0,124.0,17,0
11460141,Male,22,1,46.0,1,< 1 Year,No,33409.0,152.0,145,0
5809494,Female,23,1,36.0,1,< 1 Year,No,33126.0,152.0,225,0
7623471,Male,55,1,33.0,1,1-2 Year,No,38324.0,124.0,147,0
11484921,Male,34,1,30.0,1,1-2 Year,No,22756.0,29.0,56,0
1535086,Female,65,1,28.0,0,1-2 Year,Yes,46406.0,124.0,250,0
4715547,Female,23,1,35.0,1,< 1 Year,No,27697.0,152.0,137,0
11082807,Female,32,1,30.0,1,< 1 Year,No,31549.0,152.0,114,0
10385761,Male,24,1,27.0,0,< 1 Year,Yes,34406.0,152.0,288,0
5931342,Female,26,1,41.0,1,< 1 Year,No,22372.0,152.0,111,0
3600911,Male,36,1,28.0,0,1-2 Year,Yes,35954.0,124.0,149,0
4772515,Female,33,1,50.0,1,< 1 Year,No,33705.0,152.0,115,0
2370904,Male,23,1,26.0,1,< 1 Year,No,2630.0,160.0,200,0
10878798,Male,50,1,33.0,1,1-2 Year,No,30089.0,154.0,11,0
9321383,Female,31,1,36.0,0,< 1 Year,Yes,2630.0,152.0,174,0
11442799,Male,24,1,28.0,1,< 1 Year,No,40897.0,152.0,195,0
4406540,Male,56,1,28.0,0,> 2 Years,Yes,43468.0,26.0,92,0
7530999,Female,23,1,8.0,1,< 1 Year,Yes,30784.0,26.0,134,0
8555512,Female,50,1,11.0,0,1-2 Year,Yes,2630.0,124.0,263,0
3002795,Male,57,1,48.0,0,1-2 Year,Yes,2630.0,124.0,77,0
6002865,Female,21,1,27.0,0,< 1 Year,Yes,38378.0,152.0,227,0
3906886,Female,20,1,18.0,0,< 1 Year,No,2630.0,160.0,189,0
6239844,Female,24,1,33.0,1,< 1 Year,No,28655.0,152.0,226,0
4782809,Male,28,1,28.0,1,< 1 Year,No,48167.0,152.0,190,0
